date,username,operator,binding_energy,rbs,ATC,mean_YFP_H,mean_CFP_H,mean_mCherry_H
20170610,gchure,O2,-13.9,auto,000,1955.28570888,100.643525351,46.0356081621
20170610,gchure,O2,-13.9,delta,000,8930.99140581,99.6098512893,46.0902965895
20170610,gchure,O2,-13.9,lacI,000,7323.77088139,96.4029129585,45.4514186119
20170610,gchure,O2,-13.9,lacI,002,4176.03495847,94.9070251008,45.7627007228
20170610,gchure,O2,-13.9,lacI,003,2849.5855269,96.0008959607,46.1820354849
20170610,gchure,O2,-13.9,lacI,004,2492.20585292,96.2158302323,46.9433718003
20170610,gchure,O2,-13.9,lacI,006,2195.24648933,93.7931223731,55.4375606922
20170610,gchure,O2,-13.9,lacI,008,2163.37868871,94.4106984543,54.4004138727
20170610,gchure,O2,-13.9,lacI,010,2153.41727353,93.6286510785,61.6660495461
